,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Season
2059,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,West,OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34,Sonbahar
2060,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.3,Sonbahar
2061,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.968,Sonbahar
2062,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,64.74,Sonbahar
2063,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,Sonbahar
2064,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,405.64,Sonbahar
2065,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,146.352,Sonbahar
2066,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,West,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91,Sonbahar
2067,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,West,OFF-AR-10001419,Office Supplies,Art,Newell 325,12.39,Sonbahar
2068,CA-2016-133452,2016-04-13,2016-04-19,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Pomona,California,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,İlkbahar
2069,CA-2016-133452,2016-04-13,2016-04-19,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Pomona,California,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,710.832,İlkbahar
2070,CA-2017-146521,2017-07-21,2017-07-23,Second Class,CC-12610,Corey Catlett,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1.941,Yaz
2071,US-2018-110996,2018-11-20,2018-11-25,Standard Class,KA-16525,Kelly Andreada,Consumer,Ontario,California,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,Sonbahar
2072,CA-2017-129693,2017-11-26,2017-12-02,Standard Class,TC-20980,Tamara Chand,Corporate,Seattle,Washington,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.312,Sonbahar
2073,CA-2018-122504,2018-11-07,2018-11-12,Second Class,DB-13270,Deborah Brumfield,Home Office,Brentwood,California,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,Sonbahar
2074,CA-2018-122504,2018-11-07,2018-11-12,Second Class,DB-13270,Deborah Brumfield,Home Office,Brentwood,California,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,Sonbahar
2075,CA-2015-131051,2015-12-01,2015-12-05,Standard Class,TR-21325,Toby Ritter,Consumer,San Francisco,California,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,Kış
2076,CA-2018-140676,2018-09-12,2018-09-15,First Class,BF-11080,Bart Folk,Consumer,Baltimore,Maryland,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,Sonbahar
2077,CA-2018-140676,2018-09-12,2018-09-15,First Class,BF-11080,Bart Folk,Consumer,Baltimore,Maryland,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,Sonbahar
2078,CA-2018-140676,2018-09-12,2018-09-15,First Class,BF-11080,Bart Folk,Consumer,Baltimore,Maryland,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.85,Sonbahar
2079,CA-2016-120103,2016-12-24,2016-12-29,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Phoenix,Arizona,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,106.232,Kış
2080,CA-2016-120103,2016-12-24,2016-12-29,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Phoenix,Arizona,West,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984,Kış
2081,CA-2016-120103,2016-12-24,2016-12-29,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Phoenix,Arizona,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,Kış
2082,CA-2018-104647,2018-02-23,2018-03-01,Standard Class,CK-12595,Clytie Kelty,Consumer,Los Angeles,California,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,Kış
2083,CA-2015-110352,2015-11-23,2015-11-29,Standard Class,ED-13885,Emily Ducich,Home Office,Houston,Texas,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,Sonbahar
2084,CA-2017-140501,2017-06-23,2017-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,New York City,New York,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,Yaz
2085,CA-2017-140501,2017-06-23,2017-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,New York City,New York,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,18.45,Yaz
2086,CA-2017-140501,2017-06-23,2017-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,New York City,New York,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,Yaz
2087,CA-2017-140501,2017-06-23,2017-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,New York City,New York,East,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,146.73,Yaz
2088,CA-2017-140501,2017-06-23,2017-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,New York City,New York,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,3.96,Yaz
2089,CA-2016-139290,2016-10-26,2016-10-30,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Rancho Cucamonga,California,West,OFF-LA-10004008,Office Supplies,Labels,Avery 507,5.76,Sonbahar
2090,CA-2018-166142,2018-07-15,2018-07-19,Standard Class,MM-17260,Magdelene Morse,Consumer,Wilmington,Delaware,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,26.55,Yaz
2091,CA-2018-166142,2018-07-15,2018-07-19,Standard Class,MM-17260,Magdelene Morse,Consumer,Wilmington,Delaware,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.443,Yaz
2092,CA-2015-145926,2015-11-17,2015-11-21,Standard Class,MP-17470,Mark Packer,Home Office,Moorhead,Minnesota,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,479.9,Sonbahar
2093,CA-2016-149678,2016-04-13,2016-04-15,Second Class,AW-10840,Anthony Witt,Consumer,Farmington,New Mexico,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.88,İlkbahar
2094,US-2016-164357,2016-11-25,2016-11-29,Standard Class,SF-20065,Sandra Flanagan,Consumer,Wilmington,North Carolina,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,13.12,Sonbahar
2095,US-2017-146570,2017-05-15,2017-05-20,Standard Class,SN-20710,Steve Nguyen,Home Office,Jackson,Mississippi,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511.84,İlkbahar
2096,US-2017-146570,2017-05-15,2017-05-20,Standard Class,SN-20710,Steve Nguyen,Home Office,Jackson,Mississippi,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96,İlkbahar
2097,US-2017-146570,2017-05-15,2017-05-20,Standard Class,SN-20710,Steve Nguyen,Home Office,Jackson,Mississippi,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,İlkbahar
2098,CA-2018-124401,2018-09-07,2018-09-12,Standard Class,RD-19900,Ruben Dartt,Consumer,Portland,Oregon,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,37.68,Sonbahar
2099,CA-2018-124401,2018-09-07,2018-09-12,Standard Class,RD-19900,Ruben Dartt,Consumer,Portland,Oregon,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.944,Sonbahar
2100,US-2015-140116,2015-03-10,2015-03-17,Standard Class,KT-16480,Kean Thornton,Consumer,Denver,Colorado,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,636.408,İlkbahar
2101,US-2015-140116,2015-03-10,2015-03-17,Standard Class,KT-16480,Kean Thornton,Consumer,Denver,Colorado,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168,İlkbahar
2102,CA-2015-123295,2015-07-18,2015-07-18,Same Day,AH-10120,Adrian Hane,Home Office,Tucson,Arizona,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136,Yaz
2103,CA-2018-167101,2018-03-24,2018-03-28,Second Class,BM-11650,Brian Moss,Corporate,New York City,New York,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,İlkbahar
2104,CA-2018-167101,2018-03-24,2018-03-28,Second Class,BM-11650,Brian Moss,Corporate,New York City,New York,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26.0,İlkbahar
2105,US-2015-167633,2015-09-30,2015-10-05,Standard Class,BW-11200,Ben Wallace,Consumer,Boynton Beach,Florida,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,15.552,Sonbahar
2106,US-2015-152723,2015-09-26,2015-09-26,Same Day,HG-14965,Henry Goldwyn,Corporate,Mesquite,Texas,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,0.876,Sonbahar
2107,CA-2016-164882,2016-10-31,2016-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,Redlands,California,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,19.98,Sonbahar
2108,CA-2016-164882,2016-10-31,2016-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,Redlands,California,West,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,Sonbahar
2109,CA-2016-164882,2016-10-31,2016-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,Redlands,California,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,5.04,Sonbahar
2110,CA-2016-164882,2016-10-31,2016-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,Redlands,California,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,17.45,Sonbahar
2111,CA-2016-164882,2016-10-31,2016-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,Redlands,California,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.136,Sonbahar
2112,CA-2016-164882,2016-10-31,2016-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,Redlands,California,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,Sonbahar
2113,CA-2016-164882,2016-10-31,2016-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,Redlands,California,West,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1295.84,Sonbahar
2114,CA-2016-164882,2016-10-31,2016-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,Redlands,California,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,46.84,Sonbahar
2115,CA-2016-164882,2016-10-31,2016-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,Redlands,California,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,425.833,Sonbahar
2116,CA-2016-159786,2016-10-12,2016-10-17,Second Class,RK-19300,Ralph Kennedy,Consumer,Rochester,New York,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67,Sonbahar
2117,CA-2017-130267,2017-09-19,2017-09-23,Standard Class,SW-20245,Scot Wooten,Consumer,Stockton,California,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88,Sonbahar
2118,CA-2018-155460,2018-04-13,2018-04-15,First Class,RW-19630,Rob Williams,Corporate,Seattle,Washington,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,İlkbahar
2119,CA-2018-155460,2018-04-13,2018-04-15,First Class,RW-19630,Rob Williams,Corporate,Seattle,Washington,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,İlkbahar
2120,US-2018-168690,2018-01-07,2018-01-13,Standard Class,TS-21085,Thais Sissman,Consumer,Ormond Beach,Florida,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,Kış
2121,CA-2018-158246,2018-11-09,2018-11-11,First Class,JB-15400,Jennifer Braxton,Corporate,Sunnyvale,California,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,Sonbahar
2122,CA-2018-167381,2018-09-22,2018-09-24,Second Class,EH-14005,Erica Hernandez,Home Office,Lansing,Michigan,Central,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96,Sonbahar
2123,CA-2018-167381,2018-09-22,2018-09-24,Second Class,EH-14005,Erica Hernandez,Home Office,Lansing,Michigan,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,27.72,Sonbahar
2124,CA-2018-144862,2018-12-01,2018-12-05,Standard Class,EH-14005,Erica Hernandez,Home Office,Philadelphia,Pennsylvania,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,104.68,Kış
2125,CA-2018-144862,2018-12-01,2018-12-05,Standard Class,EH-14005,Erica Hernandez,Home Office,Philadelphia,Pennsylvania,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",62.958,Kış
2126,CA-2015-126032,2015-06-23,2015-06-28,Standard Class,BS-11665,Brian Stugart,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,86.376,Yaz
2127,CA-2016-134859,2016-10-04,2016-10-09,Standard Class,JK-16120,Julie Kriz,Home Office,Philadelphia,Pennsylvania,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",64.944,Sonbahar
2128,CA-2016-134859,2016-10-04,2016-10-09,Standard Class,JK-16120,Julie Kriz,Home Office,Philadelphia,Pennsylvania,East,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,20.736,Sonbahar
2129,US-2015-114188,2015-05-20,2015-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,Dover,New Hampshire,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,İlkbahar
2130,US-2015-114188,2015-05-20,2015-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,Dover,New Hampshire,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,İlkbahar
2131,US-2015-114188,2015-05-20,2015-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,Dover,New Hampshire,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,İlkbahar
2132,CA-2016-156524,2016-11-20,2016-11-26,Standard Class,DL-12865,Dan Lawera,Consumer,New York City,New York,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,Sonbahar
2133,CA-2016-122210,2016-11-30,2016-12-04,Standard Class,WB-21850,William Brown,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,152.991,Sonbahar
2134,CA-2016-122210,2016-11-30,2016-12-04,Standard Class,WB-21850,William Brown,Consumer,Philadelphia,Pennsylvania,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,Sonbahar
2135,CA-2016-122210,2016-11-30,2016-12-04,Standard Class,WB-21850,William Brown,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,94.92,Sonbahar
2136,CA-2016-156377,2016-12-31,2017-01-05,Standard Class,TB-21625,Trudy Brown,Consumer,Grand Prairie,Texas,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,Kış
2137,CA-2016-156377,2016-12-31,2017-01-05,Standard Class,TB-21625,Trudy Brown,Consumer,Grand Prairie,Texas,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656,Kış
2138,US-2018-157896,2018-11-16,2018-11-16,Same Day,CB-12415,Christy Brittain,Consumer,New York City,New York,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,Sonbahar
2139,CA-2015-159520,2015-06-06,2015-06-11,Standard Class,GT-14635,Grant Thornton,Corporate,Long Beach,New York,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,149.544,Yaz
2140,CA-2015-159520,2015-06-06,2015-06-11,Standard Class,GT-14635,Grant Thornton,Corporate,Long Beach,New York,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,17.14,Yaz
2141,CA-2015-159520,2015-06-06,2015-06-11,Standard Class,GT-14635,Grant Thornton,Corporate,Long Beach,New York,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,Yaz
2142,CA-2017-155481,2017-09-01,2017-09-05,Standard Class,DK-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,Sonbahar
2143,CA-2017-155481,2017-09-01,2017-09-05,Standard Class,DK-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988,Sonbahar
2144,CA-2017-155481,2017-09-01,2017-09-05,Standard Class,DK-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688,Sonbahar
2145,US-2017-152051,2017-06-25,2017-06-29,Standard Class,TS-21160,Theresa Swint,Corporate,York,Pennsylvania,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,Yaz
2146,US-2017-152051,2017-06-25,2017-06-29,Standard Class,TS-21160,Theresa Swint,Corporate,York,Pennsylvania,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.088,Yaz
2147,US-2017-152051,2017-06-25,2017-06-29,Standard Class,TS-21160,Theresa Swint,Corporate,York,Pennsylvania,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,Yaz
2148,CA-2015-141607,2015-12-12,2015-12-17,Standard Class,WB-21850,William Brown,Consumer,Concord,California,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,Kış
2149,CA-2018-102771,2018-03-31,2018-04-05,Standard Class,DO-13435,Denny Ordway,Consumer,New York City,New York,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,İlkbahar
2150,US-2018-139969,2018-11-19,2018-11-26,Standard Class,AF-10870,Art Ferguson,Consumer,College Station,Texas,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,233.058,Sonbahar
2151,CA-2015-167360,2015-11-24,2015-11-29,Second Class,RB-19435,Richard Bierner,Consumer,Saint Louis,Missouri,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,Sonbahar
2152,CA-2016-123505,2016-11-22,2016-11-26,Standard Class,AR-10540,Andy Reiter,Consumer,Quincy,Massachusetts,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,14.94,Sonbahar
2153,CA-2017-117282,2017-07-14,2017-07-18,Standard Class,DR-12880,Dan Reichenbach,Corporate,New York City,New York,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,Yaz
2154,US-2017-120460,2017-04-30,2017-05-05,Standard Class,BF-11170,Ben Ferrer,Home Office,Dallas,Texas,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,İlkbahar
2155,CA-2017-111115,2017-07-25,2017-07-27,Second Class,LB-16735,Larry Blacks,Consumer,Los Angeles,California,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,21.48,Yaz
2156,CA-2015-124646,2015-06-22,2015-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,Minneapolis,Minnesota,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,Yaz
2157,CA-2015-124646,2015-06-22,2015-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,Minneapolis,Minnesota,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,Yaz
2158,CA-2018-148166,2018-10-21,2018-10-26,Standard Class,NK-18490,Neil Knudson,Home Office,Deltona,Florida,South,OFF-AR-10004956,Office Supplies,Art,Newell 33,17.856,Sonbahar
2159,CA-2017-159737,2017-09-03,2017-09-09,Standard Class,CS-11950,Carlos Soltero,Consumer,Chicago,Illinois,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,Sonbahar
2160,CA-2017-141019,2017-05-14,2017-05-14,Same Day,LH-17155,Logan Haushalter,Consumer,Cincinnati,Ohio,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,İlkbahar
2161,CA-2017-101938,2017-01-07,2017-01-12,Standard Class,DW-13480,Dianna Wilson,Home Office,Oakland,California,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,Kış
2162,CA-2018-166296,2018-03-13,2018-03-19,Standard Class,KF-16285,Karen Ferguson,Home Office,Manteca,California,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,İlkbahar
2163,CA-2017-154018,2017-10-13,2017-10-19,Standard Class,HA-14920,Helen Andreada,Consumer,Laredo,Texas,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,191.976,Sonbahar
2164,CA-2017-154018,2017-10-13,2017-10-19,Standard Class,HA-14920,Helen Andreada,Consumer,Laredo,Texas,Central,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,8.288,Sonbahar
2165,CA-2017-154018,2017-10-13,2017-10-19,Standard Class,HA-14920,Helen Andreada,Consumer,Laredo,Texas,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,Sonbahar
2166,CA-2017-154018,2017-10-13,2017-10-19,Standard Class,HA-14920,Helen Andreada,Consumer,Laredo,Texas,Central,OFF-AR-10002067,Office Supplies,Art,Newell 334,15.872,Sonbahar
2167,CA-2017-154018,2017-10-13,2017-10-19,Standard Class,HA-14920,Helen Andreada,Consumer,Laredo,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,6.286,Sonbahar
2168,CA-2018-117870,2018-01-27,2018-01-30,Second Class,JH-15820,John Huston,Consumer,Kent,Ohio,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,14.016,Kış
2169,CA-2018-117870,2018-01-27,2018-01-30,Second Class,JH-15820,John Huston,Consumer,Kent,Ohio,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,71.976,Kış
2170,CA-2018-117870,2018-01-27,2018-01-30,Second Class,JH-15820,John Huston,Consumer,Kent,Ohio,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,Kış
2171,US-2018-137491,2018-11-19,2018-11-25,Standard Class,LC-16930,Linda Cazamias,Corporate,San Angelo,Texas,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,Sonbahar
2172,CA-2015-152296,2015-08-01,2015-08-03,First Class,IL-15100,Ivan Liston,Consumer,San Francisco,California,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,Yaz
2173,CA-2017-112025,2017-07-30,2017-08-04,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Houston,Texas,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.264,Yaz
2174,CA-2016-132507,2016-07-30,2016-08-03,Second Class,CC-12610,Corey Catlett,Corporate,Houston,Texas,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,Yaz
2175,CA-2017-125738,2017-10-15,2017-10-21,Standard Class,PB-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68,Sonbahar
2176,CA-2017-125738,2017-10-15,2017-10-21,Standard Class,PB-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,60.12,Sonbahar
2177,CA-2017-125738,2017-10-15,2017-10-21,Standard Class,PB-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,Sonbahar
